,StartDate,A and I Trend,Overall Franchisee Trend,Deactivated Franchisee Trend,Active Franchisees
4090,2021-07-20 20:00:00+00:00,5026,8923,0,3552
4091,2021-07-20 22:00:00+00:00,5024,8924,4091,3553
4092,2021-07-20 22:00:00+00:00,5025,8924,4091,3553
4093,2021-07-21 22:00:00+00:00,5023,0,4093,0
4094,2021-07-25 20:00:00+00:00,5025,8926,0,3555
4095,2021-07-25 22:00:00+00:00,5031,8932,4094,3560
4096,2021-07-26 20:00:00+00:00,5036,8937,0,3562
4097,2021-07-26 22:00:00+00:00,5038,8939,4095,3563
4098,2021-07-26 22:00:00+00:00,5037,8939,4095,3563
4099,2021-07-27 20:00:00+00:00,5038,8940,0,0
4100,2021-07-27 22:00:00+00:00,5042,8944,4098,0
4101,2021-07-27 22:00:00+00:00,5039,8944,4098,0
4102,2021-07-28 20:00:00+00:00,5041,8946,0,0
4103,2021-07-28 22:00:00+00:00,5047,8952,4101,3565
4104,2021-07-28 22:00:00+00:00,5044,8952,4101,3565
4105,2021-07-29 22:00:00+00:00,5046,8954,4105,0
4106,2021-07-29 22:00:00+00:00,5042,8954,4105,0
4107,2021-07-30 22:00:00+00:00,5044,8956,4106,3566
4108,2021-07-30 22:00:00+00:00,5043,8956,4106,3566
4109,2021-07-31 22:00:00+00:00,5038,0,4111,0
4110,2021-08-01 22:00:00+00:00,5039,8957,4120,0
4111,2021-08-01 22:00:00+00:00,5031,8957,4120,0
4112,2021-08-02 20:00:00+00:00,5038,8964,0,3572
4113,2021-08-02 22:00:00+00:00,5044,8970,4123,3576
4114,2021-08-02 22:00:00+00:00,5041,8970,4123,3576
4115,2021-08-03 20:00:00+00:00,5043,8972,0,3577
4116,2021-08-03 22:00:00+00:00,5048,8977,0,3582
4117,2021-08-04 20:00:00+00:00,5050,8979,0,3584
4118,2021-08-04 22:00:00+00:00,5051,8980,0,3585
4119,2021-08-05 22:00:00+00:00,5049,8981,4126,3586
4120,2021-08-05 22:00:00+00:00,5050,8981,4126,3586
4121,2021-08-07 22:00:00+00:00,5051,8982,0,3587
4122,2021-08-08 22:00:00+00:00,5047,0,4130,0
4123,2021-08-09 20:00:00+00:00,5050,8985,0,3588
4124,2021-08-09 22:00:00+00:00,5053,8988,4134,3591
4125,2021-08-09 22:00:00+00:00,5050,8988,4134,3591
4126,2021-08-10 22:00:00+00:00,5053,8991,4136,3592
4127,2021-08-10 22:00:00+00:00,5051,8991,4136,3592
4128,2021-08-11 20:00:00+00:00,5053,8993,0,3593
4129,2021-08-11 22:00:00+00:00,5052,9002,4137,3599
4130,2021-08-11 22:00:00+00:00,5061,9002,4137,3599
4131,2021-08-12 22:00:00+00:00,5060,0,4138,0
4132,2021-08-15 20:00:00+00:00,5063,9005,0,3602
4133,2021-08-15 22:00:00+00:00,5065,9007,4140,3603
4134,2021-08-15 22:00:00+00:00,5063,9007,4140,3603
4135,2021-08-16 20:00:00+00:00,5065,9009,0,0
4136,2021-08-16 22:00:00+00:00,5066,9010,4141,0
4137,2021-08-19 22:00:00+00:00,5061,0,4146,0
4138,2021-08-22 22:00:00+00:00,5058,0,4149,0
4139,2021-08-23 20:00:00+00:00,5061,9013,0,3604
4140,2021-08-23 22:00:00+00:00,5062,9014,0,3605
4141,2021-08-24 20:00:00+00:00,5063,9015,0,3606
4142,2021-08-24 22:00:00+00:00,5062,0,4150,0
4143,2021-08-25 22:00:00+00:00,5061,0,4151,0
4144,2021-08-26 20:00:00+00:00,5063,9017,0,3608
4145,2021-08-26 22:00:00+00:00,5062,0,4152,0
4146,2021-08-27 22:00:00+00:00,5061,0,4153,0
4147,2021-08-28 20:00:00+00:00,5062,9018,0,3609
4148,2021-08-29 22:00:00+00:00,5059,0,4157,0
4149,2021-08-30 20:00:00+00:00,5060,9019,0,0
4150,2021-08-30 22:00:00+00:00,5056,9020,4162,3610
4151,2021-08-30 22:00:00+00:00,5057,9020,4162,3610
4152,2021-08-31 22:00:00+00:00,5054,0,4165,0
4153,2021-09-01 22:00:00+00:00,5056,9022,0,3612
4154,2021-09-04 22:00:00+00:00,5055,0,4166,0
4155,2021-09-05 20:00:00+00:00,5057,9024,0,0
4156,2021-09-05 22:00:00+00:00,5054,0,4169,0
4157,2021-09-06 22:00:00+00:00,5053,0,4170,0
4158,2021-09-09 22:00:00+00:00,5055,9026,4172,3613
4159,2021-09-09 22:00:00+00:00,5053,9026,4172,3613
4160,2021-09-12 20:00:00+00:00,5054,9027,0,3614
4161,2021-09-13 22:00:00+00:00,5055,9028,0,3615
4162,2021-09-14 22:00:00+00:00,5056,9029,4177,0
4163,2021-09-14 22:00:00+00:00,5052,9029,4177,0
4164,2021-09-15 20:00:00+00:00,5053,9030,0,3616
4165,2021-09-15 22:00:00+00:00,5054,9031,4183,0
4166,2021-09-15 22:00:00+00:00,5048,9031,4183,0
4167,2021-09-16 22:00:00+00:00,5041,0,4192,0
4168,2021-09-19 20:00:00+00:00,5043,9033,0,3618
4169,2021-09-19 22:00:00+00:00,5042,9036,4193,3619
4170,2021-09-19 22:00:00+00:00,5045,9036,4193,3619
4171,2021-09-20 20:00:00+00:00,5050,9041,0,3623
4172,2021-09-20 22:00:00+00:00,5048,9049,4195,3630
4173,2021-09-20 22:00:00+00:00,5056,9049,4195,3630
4174,2021-09-21 20:00:00+00:00,5065,9058,0,3635
4175,2021-09-21 22:00:00+00:00,5073,9066,0,3642
4176,2021-09-22 20:00:00+00:00,5077,9070,0,3645
4177,2021-09-22 22:00:00+00:00,5081,9074,4201,3647
4178,2021-09-22 22:00:00+00:00,5077,9074,4201,3647
4179,2021-09-23 22:00:00+00:00,5078,9075,4202,0
4180,2021-09-25 22:00:00+00:00,5077,0,4203,0
4181,2021-09-26 20:00:00+00:00,5078,9076,0,3648
4182,2021-09-26 22:00:00+00:00,5079,9077,4205,3649
4183,2021-09-26 22:00:00+00:00,5077,9077,4205,3649
4184,2021-09-27 20:00:00+00:00,5080,9080,0,3651
4185,2021-09-27 22:00:00+00:00,5072,0,4213,0
4186,2021-09-28 20:00:00+00:00,5075,9083,0,3652
4187,2021-09-28 22:00:00+00:00,5068,9090,4221,3654
4188,2021-09-28 22:00:00+00:00,5075,9090,4221,3654
4189,2021-09-29 08:56:41+00:00,5074,0,4222,0
4190,2021-09-29 20:00:00+00:00,5076,9092,0,3655
4191,2021-09-29 22:00:00+00:00,4988,9094,4345,3657
4192,2021-09-29 22:00:00+00:00,4990,9094,4345,3657
4193,2021-09-30 20:00:00+00:00,4993,9097,0,3660
4194,2021-09-30 22:00:00+00:00,4992,0,4346,0
4195,2021-10-02 22:00:00+00:00,4985,0,4354,0
4196,2021-10-03 22:00:00+00:00,4987,9099,4366,3661
4197,2021-10-03 22:00:00+00:00,4976,9099,4366,3661
4198,2021-10-04 20:00:00+00:00,4977,9100,0,3662
4199,2021-10-04 22:00:00+00:00,4975,9110,4368,3669
4200,2021-10-04 22:00:00+00:00,4985,9110,4368,3669
4201,2021-10-05 20:00:00+00:00,4986,9111,0,3670
4202,2021-10-05 22:00:00+00:00,4985,9119,4369,3673
4203,2021-10-05 22:00:00+00:00,4993,9119,4369,3673
4204,2021-10-06 20:00:00+00:00,4997,9123,0,3675
4205,2021-10-06 22:00:00+00:00,4996,9131,4370,3681
4206,2021-10-06 22:00:00+00:00,5004,9131,4370,3681
4207,2021-10-07 20:00:00+00:00,5010,9137,0,3686
4208,2021-10-07 22:00:00+00:00,5007,9144,4373,3691
4209,2021-10-07 22:00:00+00:00,5014,9144,4373,3691
4210,2021-10-10 20:00:00+00:00,5026,9156,0,3700
4211,2021-10-10 22:00:00+00:00,5016,9165,4383,3709
4212,2021-10-10 22:00:00+00:00,5025,9165,4383,3709
4213,2021-10-11 20:00:00+00:00,5035,9175,0,3716
4214,2021-10-11 22:00:00+00:00,5049,9189,4385,3725
4215,2021-10-11 22:00:00+00:00,5047,9189,4385,3725
4216,2021-10-12 20:00:00+00:00,5063,9205,0,3736
4217,2021-10-12 22:00:00+00:00,5072,9214,4389,3741
4218,2021-10-12 22:00:00+00:00,5068,9214,4389,3741
4219,2021-10-13 20:00:00+00:00,5079,9225,0,3748
4220,2021-10-13 22:00:00+00:00,5078,9237,4390,3755
4221,2021-10-13 22:00:00+00:00,5090,9237,4390,3755
4222,2021-10-14 20:00:00+00:00,5100,9247,0,3761
4223,2021-10-14 22:00:00+00:00,5104,9251,4396,3763
4224,2021-10-14 22:00:00+00:00,5098,9251,4396,3763
4225,2021-10-15 22:00:00+00:00,5100,9253,0,0
4226,2021-10-17 20:00:00+00:00,5102,9255,0,3764
4227,2021-10-17 22:00:00+00:00,5112,9265,4398,3772
4228,2021-10-17 22:00:00+00:00,5110,9265,4398,3772
4229,2021-10-18 20:00:00+00:00,5118,9273,0,3776
4230,2021-10-18 22:00:00+00:00,5126,9281,4402,3780
4231,2021-10-18 22:00:00+00:00,5122,9281,4402,3780
4232,2021-10-19 20:00:00+00:00,5124,9283,0,3781
4233,2021-10-19 22:00:00+00:00,5117,9291,4409,3787
4234,2021-10-19 22:00:00+00:00,5125,9291,4409,3787
4235,2021-10-20 20:00:00+00:00,5126,9292,0,3788
4236,2021-10-20 22:00:00+00:00,5137,9303,4410,3796
4237,2021-10-21 20:00:00+00:00,5143,9309,0,3800
4238,2021-10-21 22:00:00+00:00,5142,9317,4411,3806
4239,2021-10-21 22:00:00+00:00,5150,9317,4411,3806
4240,2021-10-22 22:00:00+00:00,5151,9318,0,0
4241,2021-10-24 20:00:00+00:00,5152,9319,0,3807
4242,2021-10-24 22:00:00+00:00,5149,9323,4414,3808
4243,2021-10-24 22:00:00+00:00,5153,9323,4414,3808
4244,2021-10-25 20:00:00+00:00,5163,9333,0,3814
4245,2021-10-25 22:00:00+00:00,5162,9355,4416,3828
4246,2021-10-25 22:00:00+00:00,5184,9355,4416,3828
4247,2021-10-26 20:00:00+00:00,5191,9362,0,3834
4248,2021-10-26 22:00:00+00:00,5179,9376,4428,3845
4249,2021-10-26 22:00:00+00:00,5193,9376,4428,3845
4250,2021-10-27 20:00:00+00:00,5198,9381,0,3847
4251,2021-10-27 22:00:00+00:00,5214,9397,4435,3857
4252,2021-10-27 22:00:00+00:00,5208,9397,4435,3857
4253,2021-10-28 20:00:00+00:00,5212,9401,0,3860
4254,2021-10-28 22:00:00+00:00,5210,9403,4438,3861
4255,2021-10-28 22:00:00+00:00,5212,9403,4438,3861
4256,2021-10-31 20:00:00+00:00,5216,9407,0,3863
4257,2021-10-31 22:00:00+00:00,5219,9410,4451,3864
4258,2021-10-31 22:00:00+00:00,5211,9410,4451,3864
4259,2021-11-01 20:00:00+00:00,5226,9425,0,3873
4260,2021-11-01 22:00:00+00:00,5243,9442,4453,3883
4261,2021-11-01 22:00:00+00:00,5241,9442,4453,3883
4262,2021-11-02 20:00:00+00:00,5249,9450,0,3890
4263,2021-11-02 22:00:00+00:00,5263,9464,4455,3897
4264,2021-11-02 22:00:00+00:00,5261,9464,4455,3897
4265,2021-11-03 20:00:00+00:00,5275,9478,0,3902
4266,2021-11-03 22:00:00+00:00,5293,9496,0,3911
4267,2021-11-04 20:00:00+00:00,5298,9501,0,3915
4268,2021-11-04 22:00:00+00:00,5297,9504,4457,3918
4269,2021-11-04 22:00:00+00:00,5300,9504,4457,3918
4270,2021-11-05 22:00:00+00:00,5301,9505,0,3919
4271,2021-11-06 22:00:00+00:00,5300,0,4458,0
4272,2021-11-07 20:00:00+00:00,5306,9511,0,3924
4273,2021-11-07 22:00:00+00:00,5295,9519,4469,3931
4274,2021-11-07 22:00:00+00:00,5303,9519,4469,3931
4275,2021-11-08 20:00:00+00:00,5306,9522,0,3934
4276,2021-11-08 22:00:00+00:00,5301,9528,4474,3939
4277,2021-11-08 22:00:00+00:00,5307,9528,4474,3939
4278,2021-11-09 20:00:00+00:00,5313,9534,0,3944
4279,2021-11-09 22:00:00+00:00,5320,9541,4486,3948
4280,2021-11-09 22:00:00+00:00,5309,9541,4486,3948
4281,2021-11-10 20:00:00+00:00,5326,9558,0,3965
4282,2021-11-10 22:00:00+00:00,5333,9565,4495,3971
4283,2021-11-10 22:00:00+00:00,5325,9565,4495,3971
4284,2021-11-11 20:00:00+00:00,5338,9578,0,3978
4285,2021-11-11 22:00:00+00:00,5343,9583,4498,3980
4286,2021-11-11 22:00:00+00:00,5340,9583,4498,3980
4287,2021-11-12 22:00:00+00:00,5341,9584,0,3981
4288,2021-11-13 22:00:00+00:00,5332,0,4507,0
4289,2021-11-14 20:00:00+00:00,5341,9593,0,3989
4290,2021-11-14 22:00:00+00:00,5353,9605,4522,3995
4291,2021-11-14 22:00:00+00:00,5341,9605,4522,3995
4292,2021-11-15 15:14:22+00:00,5342,9606,0,3996
4293,2021-11-15 20:00:00+00:00,5350,9614,0,4002
4294,2021-11-15 22:00:00+00:00,5364,9628,4529,4010
4295,2021-11-15 22:00:00+00:00,5357,9628,4529,4010
4296,2021-11-16 20:00:00+00:00,5365,9636,0,4015
4297,2021-11-16 22:00:00+00:00,5377,9648,4533,4022
4298,2021-11-16 22:00:00+00:00,5373,9648,4533,4022
4299,2021-11-17 20:00:00+00:00,5384,9659,0,4030
4300,2021-11-17 22:00:00+00:00,5393,9668,4541,4035
4301,2021-11-17 22:00:00+00:00,5388,9668,4541,4035
4302,2021-11-18 22:00:00+00:00,5393,9673,4543,4037
4303,2021-11-18 22:00:00+00:00,5391,9673,4543,4037
4304,2021-11-19 20:00:00+00:00,5392,9674,0,4038
4305,2021-11-19 22:00:00+00:00,5395,9677,0,4041
4306,2021-11-20 20:00:00+00:00,5398,9680,0,4044
4307,2021-11-20 22:00:00+00:00,5397,0,4544,0
4308,2021-11-21 20:00:00+00:00,5407,9690,0,4051
4309,2021-11-21 22:00:00+00:00,5403,9697,4549,4058
4310,2021-11-21 22:00:00+00:00,5410,9697,4549,4058
4311,2021-11-22 20:00:00+00:00,5411,9698,0,4059
4312,2021-11-22 22:00:00+00:00,5408,9701,4552,0
4313,2021-11-22 22:00:00+00:00,5411,9701,4552,0
4314,2021-11-23 20:00:00+00:00,5426,9716,0,4074
4315,2021-11-23 22:00:00+00:00,5422,9719,4557,4076
4316,2021-11-23 22:00:00+00:00,5425,9719,4557,4076
4317,2021-11-24 20:00:00+00:00,5447,9741,0,4097
4318,2021-11-24 22:00:00+00:00,5457,9751,0,4105
4319,2021-11-25 20:00:00+00:00,5459,9753,0,0
4320,2021-11-25 22:00:00+00:00,5457,9759,4559,4110
4321,2021-11-25 22:00:00+00:00,5463,9759,4559,4110
4322,2021-11-28 22:00:00+00:00,5462,9760,4561,4111
4323,2021-11-28 22:00:00+00:00,5463,9760,4561,4111
4324,2021-11-29 22:00:00+00:00,5460,0,4565,0
4325,2021-11-30 22:00:00+00:00,5464,9764,4576,4112
4326,2021-11-30 22:00:00+00:00,5453,9764,4576,4112
4327,2021-12-01 22:00:00+00:00,5454,9765,0,0
4328,2021-12-02 22:00:00+00:00,5455,9766,4580,0
4329,2021-12-02 22:00:00+00:00,5451,9766,4580,0
4330,2021-12-05 22:00:00+00:00,5453,9768,4583,0
4331,2021-12-05 22:00:00+00:00,5450,9768,4583,0
4332,2021-12-06 22:00:00+00:00,5458,9776,4584,4117
4333,2021-12-07 22:00:00+00:00,5470,9788,4589,4128
4334,2021-12-07 22:00:00+00:00,5465,9788,4589,4128
4335,2021-12-08 22:00:00+00:00,5469,9792,4594,4130
4336,2021-12-08 22:00:00+00:00,5465,9792,4594,4130
4337,2021-12-09 22:00:00+00:00,5461,0,4598,0
4338,2021-12-12 22:00:00+00:00,5458,0,4601,0
4339,2021-12-13 22:00:00+00:00,5456,0,4603,0
4340,2021-12-14 22:00:00+00:00,5448,9793,4613,4131
4341,2021-12-14 22:00:00+00:00,5449,9793,4613,4131
4342,2021-12-16 22:00:00+00:00,5448,0,4614,0
4343,2021-12-30 22:00:00+00:00,5447,0,4615,0
4344,2022-01-02 22:00:00+00:00,5446,0,4618,0
4345,2022-01-03 22:00:00+00:00,5443,0,4622,0
4346,2022-01-04 22:00:00+00:00,5444,9794,0,0
4347,2022-01-06 22:00:00+00:00,5441,0,4625,0
4348,2022-01-07 22:00:00+00:00,5440,0,4626,0
4349,2022-01-09 22:00:00+00:00,5437,9809,4629,4134
4350,2022-01-09 22:00:00+00:00,5452,9809,4629,4134
4351,2022-01-10 22:00:00+00:00,5454,9811,0,0
4352,2022-01-11 22:00:00+00:00,5450,9814,4634,4135
4353,2022-01-11 22:00:00+00:00,5453,9814,4634,4135
4354,2022-01-12 22:00:00+00:00,5457,9818,4637,4136
4355,2022-01-12 22:00:00+00:00,5455,9818,4637,4136
4356,2022-01-13 22:00:00+00:00,5452,0,4640,0
4357,2022-01-15 22:00:00+00:00,5451,0,4641,0
4358,2022-01-16 22:00:00+00:00,5449,9821,4644,4138
4359,2022-01-16 22:00:00+00:00,5452,9821,4644,4138
4360,2022-01-17 22:00:00+00:00,5447,9830,4649,4146
4361,2022-01-17 22:00:00+00:00,5456,9830,4649,4146
4362,2022-01-18 22:00:00+00:00,5462,9836,4653,4148
4363,2022-01-18 22:00:00+00:00,5458,9836,4653,4148
4364,2022-01-19 22:00:00+00:00,5451,9847,4660,4153
4365,2022-01-19 22:00:00+00:00,5462,9847,4660,4153
4366,2022-01-20 22:00:00+00:00,5459,0,4663,0
4367,2022-01-23 22:00:00+00:00,5462,9850,4675,4155
4368,2022-01-23 22:00:00+00:00,5452,9850,4675,4155
4369,2022-01-24 22:00:00+00:00,5450,9853,4677,4158
4370,2022-01-24 22:00:00+00:00,5453,9853,4677,4158
4371,2022-01-25 22:00:00+00:00,5448,9861,4682,4165
4372,2022-01-25 22:00:00+00:00,5456,9861,4682,4165
4373,2022-01-26 22:00:00+00:00,5458,9863,0,4167
4374,2022-01-27 22:00:00+00:00,5456,9865,4685,4169
4375,2022-01-27 22:00:00+00:00,5458,9865,4685,4169
4376,2022-01-30 22:00:00+00:00,5454,9869,4689,4173
4377,2022-01-30 22:00:00+00:00,5458,9869,4689,4173
4378,2022-01-31 22:00:00+00:00,5461,9872,4699,4176
4379,2022-01-31 22:00:00+00:00,5453,9872,4699,4176
4380,2022-02-01 22:00:00+00:00,5455,9874,4701,4178
4381,2022-02-01 22:00:00+00:00,5454,9874,4701,4178
4382,2022-02-02 22:00:00+00:00,5452,0,4703,0
4383,2022-02-03 22:00:00+00:00,5443,0,4712,0
4384,2022-02-05 22:00:00+00:00,5442,9875,4714,4179
4385,2022-02-05 22:00:00+00:00,5443,9875,4714,4179
4386,2022-02-06 22:00:00+00:00,5440,9877,4718,4180
4387,2022-02-06 22:00:00+00:00,5442,9877,4718,4180
4388,2022-02-07 22:00:00+00:00,5445,9880,4723,4182
4389,2022-02-07 22:00:00+00:00,5440,9880,4723,4182
4390,2022-02-08 22:00:00+00:00,5445,9885,4729,4186
4391,2022-02-08 22:00:00+00:00,5440,9885,4729,4186
4392,2022-02-09 22:00:00+00:00,5444,9889,4733,4188
4393,2022-02-09 22:00:00+00:00,5440,9889,4733,4188
4394,2022-02-10 22:00:00+00:00,5441,9890,4737,4189
4395,2022-02-10 22:00:00+00:00,5437,9890,4737,4189
4396,2022-02-12 22:00:00+00:00,5436,0,4738,0
4397,2022-02-13 22:00:00+00:00,5433,0,4741,0
4398,2022-02-14 22:00:00+00:00,5430,9892,4745,4190
4399,2022-02-14 22:00:00+00:00,5432,9892,4745,4190
4400,2022-02-15 22:00:00+00:00,5428,9893,4750,4191
4401,2022-02-15 22:00:00+00:00,5429,9893,4750,4191
4402,2022-02-16 22:00:00+00:00,5434,9898,4753,4194
4403,2022-02-16 22:00:00+00:00,5431,9898,4753,4194
4404,2022-02-19 22:00:00+00:00,5428,0,4756,0
4405,2022-02-20 22:00:00+00:00,5433,9903,4758,4199
4406,2022-02-20 22:00:00+00:00,5431,9903,4758,4199
4407,2022-02-21 22:00:00+00:00,5438,9910,4780,4200
4408,2022-02-21 22:00:00+00:00,5418,9910,4780,4200
4409,2022-02-22 22:00:00+00:00,5454,9946,0,4222
4410,2022-02-23 22:00:00+00:00,5466,9958,0,4230
4411,2022-02-24 22:00:00+00:00,5470,9962,4782,4234
4412,2022-02-24 22:00:00+00:00,5469,9962,4782,4234
4413,2022-02-27 22:00:00+00:00,5481,9974,4785,4243
4414,2022-02-27 22:00:00+00:00,5478,9974,4785,4243
4415,2022-02-28 22:00:00+00:00,5456,9979,4808,4246
4416,2022-02-28 22:00:00+00:00,5461,9979,4808,4246
4417,2022-03-01 22:00:00+00:00,5465,9983,4809,4249
4418,2022-03-01 22:00:00+00:00,5464,9983,4809,4249
4419,2022-03-02 22:00:00+00:00,5463,9992,4812,4255
4420,2022-03-02 22:00:00+00:00,5472,9992,4812,4255
4421,2022-03-03 22:00:00+00:00,5473,9993,4822,0
4422,2022-03-03 22:00:00+00:00,5464,9993,4822,0
4423,2022-03-06 22:00:00+00:00,5462,10001,4824,4260
4424,2022-03-06 22:00:00+00:00,5470,10001,4824,4260
4425,2022-03-07 22:00:00+00:00,5479,10010,4846,4268
4426,2022-03-07 22:00:00+00:00,5460,10010,4846,4268
4427,2022-03-08 22:00:00+00:00,5432,10017,4876,4272
4428,2022-03-08 22:00:00+00:00,5439,10017,4876,4272
4429,2022-03-09 22:00:00+00:00,5436,10032,4879,4281
4430,2022-03-09 22:00:00+00:00,5451,10032,4879,4281
4431,2022-03-10 22:00:00+00:00,5449,10038,4882,4285
4432,2022-03-10 22:00:00+00:00,5455,10038,4882,4285
4433,2022-03-13 22:00:00+00:00,5463,10046,4887,4292
4434,2022-03-13 22:00:00+00:00,5458,10046,4887,4292
4435,2022-03-14 22:00:00+00:00,5471,10059,4895,4300
4436,2022-03-14 22:00:00+00:00,5463,10059,4895,4300
4437,2022-03-15 22:00:00+00:00,5471,10067,4901,4306
4438,2022-03-15 22:00:00+00:00,5465,10067,4901,4306
4439,2022-03-16 22:00:00+00:00,5484,10086,4903,4321
4440,2022-03-16 22:00:00+00:00,5482,10086,4903,4321
4441,2022-03-17 22:00:00+00:00,5493,10097,4904,4330
4442,2022-03-20 22:00:00+00:00,5497,10101,4905,4333
4443,2022-03-20 22:00:00+00:00,5496,10101,4905,4333
4444,2022-03-21 22:00:00+00:00,5515,10120,0,4349
4445,2022-03-22 22:00:00+00:00,5538,10143,4914,4365
4446,2022-03-22 22:00:00+00:00,5529,10143,4914,4365
4447,2022-03-23 22:00:00+00:00,5556,10170,0,4384
4448,2022-03-24 22:00:00+00:00,5564,10178,4915,4390
4449,2022-03-24 22:00:00+00:00,5563,10178,4915,4390
4450,2022-03-26 22:00:00+00:00,5562,0,4916,0
4451,2022-03-27 22:00:00+00:00,5594,10210,4925,4409
4452,2022-03-27 22:00:00+00:00,5586,10210,4925,4409
4453,2022-03-28 22:00:00+00:00,5577,10232,4934,4424
4454,2022-03-28 22:00:00+00:00,5599,10232,4934,4424
4455,2022-03-29 22:00:00+00:00,5592,10257,4941,4440
4456,2022-03-29 22:00:00+00:00,5617,10257,4941,4440
4457,2022-03-30 22:00:00+00:00,5611,10270,4948,4449
4458,2022-03-30 22:00:00+00:00,5624,10270,4948,4449
4459,2022-03-31 22:00:00+00:00,5617,10271,4955,4450
4460,2022-03-31 22:00:00+00:00,5618,10271,4955,4450
4461,2022-04-02 22:00:00+00:00,5619,10272,0,4451
4462,2022-04-03 22:00:00+00:00,5628,10281,4958,4457
4463,2022-04-03 22:00:00+00:00,5625,10281,4958,4457
4464,2022-04-04 22:00:00+00:00,5629,10285,4968,4460
4465,2022-04-04 22:00:00+00:00,5619,10285,4968,4460
4466,2022-04-05 22:00:00+00:00,5634,10300,4970,4468
4467,2022-04-05 22:00:00+00:00,5632,10300,4970,4468
4468,2022-04-06 22:00:00+00:00,5645,10313,4972,4477
4469,2022-04-06 22:00:00+00:00,5643,10313,4972,4477
4470,2022-04-07 22:00:00+00:00,5682,10352,0,4503
4471,2022-04-08 22:00:00+00:00,5681,0,4973,0
4472,2022-04-10 22:00:00+00:00,5690,10361,0,4509
4473,2022-04-11 22:00:00+00:00,5703,10374,4974,4518
4474,2022-04-11 22:00:00+00:00,5702,10374,4974,4518
4475,2022-04-12 22:00:00+00:00,5739,10411,0,4552
4476,2022-04-13 22:00:00+00:00,5763,10435,4975,4573
4477,2022-04-13 22:00:00+00:00,5762,10435,4975,4573
4478,2022-04-14 22:00:00+00:00,5763,10436,4981,0
4479,2022-04-14 22:00:00+00:00,5757,10436,4981,0
4480,2022-04-15 22:00:00+00:00,5759,10438,0,4574
4481,2022-04-16 22:00:00+00:00,5761,10440,0,4575
4482,2022-04-17 22:00:00+00:00,5760,10444,4982,4579
4483,2022-04-17 22:00:00+00:00,5764,10444,4982,4579
4484,2022-04-18 22:00:00+00:00,5759,10457,4989,4589
4485,2022-04-18 22:00:00+00:00,5772,10457,4989,4589
4486,2022-04-19 22:00:00+00:00,5771,10497,4990,4621
4487,2022-04-19 22:00:00+00:00,5811,10497,4990,4621
4488,2022-04-20 22:00:00+00:00,5808,10515,4993,4638
4489,2022-04-20 22:00:00+00:00,5826,10515,4993,4638
4490,2022-04-21 22:00:00+00:00,5865,10554,4995,4668
4491,2022-04-21 22:00:00+00:00,5863,10554,4995,4668
4492,2022-04-24 22:00:00+00:00,5872,10563,4997,4671
4493,2022-04-24 22:00:00+00:00,5871,10563,4997,4671
4494,2022-04-25 22:00:00+00:00,5881,10573,4999,4679
4495,2022-04-25 22:00:00+00:00,5879,10573,4999,4679
4496,2022-04-26 22:00:00+00:00,5887,10581,0,4683
4497,2022-04-27 22:00:00+00:00,5902,10596,0,4691
4498,2022-04-28 22:00:00+00:00,5894,10606,5007,4694
4499,2022-04-28 22:00:00+00:00,5904,10606,5007,4694
4500,2022-04-29 22:00:00+00:00,5903,0,5008,0
4501,2022-05-01 22:00:00+00:00,5906,10609,5017,4696
4502,2022-05-01 22:00:00+00:00,5897,10609,5017,4696
4503,2022-05-02 22:00:00+00:00,5912,10624,5018,4706
4504,2022-05-02 22:00:00+00:00,5911,10624,5018,4706
4505,2022-05-03 22:00:00+00:00,5937,10650,0,4728
4506,2022-05-04 22:00:00+00:00,5935,10655,5021,4730
4507,2022-05-04 22:00:00+00:00,5940,10655,5021,4730
4508,2022-05-05 22:00:00+00:00,5938,10662,5023,4733
4509,2022-05-05 22:00:00+00:00,5945,10662,5023,4733
4510,2022-05-06 22:00:00+00:00,5948,10665,0,4736
4511,2022-05-08 22:00:00+00:00,5943,10675,5028,4742
4512,2022-05-08 22:00:00+00:00,5953,10675,5028,4742
4513,2022-05-09 22:00:00+00:00,5951,10686,5030,4747
4514,2022-05-09 22:00:00+00:00,5962,10686,5030,4747
4515,2022-05-10 22:00:00+00:00,5960,10702,5032,4756
4516,2022-05-10 22:00:00+00:00,5976,10702,5032,4756
4517,2022-05-11 22:00:00+00:00,5983,10709,0,4758
4518,2022-05-12 22:00:00+00:00,5981,10711,5034,4759
4519,2022-05-12 22:00:00+00:00,5983,10711,5034,4759
4520,2022-05-15 22:00:00+00:00,5981,0,5036,0
4521,2022-05-16 22:00:00+00:00,5972,10713,5045,4761
4522,2022-05-16 22:00:00+00:00,5974,10713,5045,4761
4523,2022-05-17 22:00:00+00:00,5966,0,5053,0
4524,2022-05-18 22:00:00+00:00,5965,10720,5054,4768
4525,2022-05-18 22:00:00+00:00,5972,10720,5054,4768
4526,2022-05-19 22:00:00+00:00,5969,10722,5057,4769
4527,2022-05-19 22:00:00+00:00,5971,10722,5057,4769
4528,2022-05-22 22:00:00+00:00,5968,10782,5060,4804
4529,2022-05-22 22:00:00+00:00,6028,10782,5060,4804
4530,2022-05-23 22:00:00+00:00,6020,10809,5068,4824
4531,2022-05-23 22:00:00+00:00,6047,10809,5068,4824
4532,2022-05-24 22:00:00+00:00,6045,10845,5070,4845
